order_date,order_id,customer,grand_total
3/20/12,CA-2012-127607,Joe Kamberova,21
7/26/12,CA-2012-127754,Cyma Kinney,266
10/18/12,CA-2012-127824,John Castell,278
8/9/12,CA-2012-128013,Monica Federle,154
9/14/12,CA-2012-128027,Christopher Martinez,269
3/12/12,CA-2012-128083,Edward Becker,46
3/31/12,CA-2012-128125,Ed Braxton,121
7/3/12,CA-2012-128139,Bruce Degenhardt,366
6/22/12,CA-2012-128167,Ken Lonsdale,5
10/2/12,CA-2012-128356,Resi Pšlking,11
1/12/12,CA-2012-128608,Cindy Schnelling,389
6/29/12,CA-2012-128860,Steven Cartwright,20
1/24/12,CA-2012-128958,Cyra Reiten,13
9/12/12,CA-2012-128993,Craig Carreira,22
12/12/12,CA-2012-129042,Eric Murdock,8
10/9/12,CA-2012-129098,Dave Kipp,31
11/29/12,CA-2012-129112,Anthony Witt,30
5/10/12,CA-2012-129217,Dennis Pardue,108
8/8/12,CA-2012-129322,Denny Blanton,601
7/8/12,CA-2012-129392,Darrin Martin,21
10/15/12,CA-2012-129476,Pete Armstrong,340
11/15/12,CA-2012-129525,Victoria Pisteka,167
12/8/12,CA-2012-129532,Yana Sorensen,458
9/28/12,CA-2012-129546,Roy Phan,352
5/4/12,CA-2012-129700,Laura Armstrong,22
2/21/12,CA-2012-129770,Joe Elijah,49
8/22/12,CA-2012-129854,Roger Barcio,17
6/15/12,CA-2012-129896,Peter Fuller,497
10/2/12,CA-2012-129917,Henry MacAllister,569
8/10/12,CA-2012-130022,Julie Kriz,75
12/27/12,CA-2012-130113,Aaron Hawkins,991
11/13/12,CA-2012-130183,Patrick O'Brill,614
9/3/12,CA-2012-130204,David Bremer,179
3/23/12,CA-2012-130218,Sheri Gordon,59
12/14/12,CA-2012-130253,Paul Prost,15
4/25/12,CA-2012-130365,Zuschuss Carroll,349
8/21/12,CA-2012-130456,David Smith,667
4/7/12,CA-2012-130554,Frank Merwin,12
7/5/12,CA-2012-130610,Victor Preis,19
12/4/12,CA-2012-130659,Maribeth Schnelling,2202
12/7/12,CA-2012-130736,Jeremy Farry,7
9/5/12,CA-2012-130785,Arthur Gainer,733
4/28/12,CA-2012-130792,Russell Applegate,45
10/25/12,CA-2012-130848,Deirdre Greer,582
12/29/12,CA-2012-130855,Roy Franzšsisch,6
5/12/12,CA-2012-130876,Annie Zypern,37
9/26/12,CA-2012-130883,Tracy Blumstein,413
11/2/12,CA-2012-130890,Jas O'Carroll,1039
11/27/12,CA-2012-130974,Matt Abelman,1171
11/1/12,CA-2012-130995,Quincy Jones,5
11/5/12,CA-2012-131072,Ken Lonsdale,98
10/19/12,CA-2012-131128,Tracy Blumstein,34
8/9/12,CA-2012-131338,Naresj Patel,3386
10/8/12,CA-2012-131352,Gene Hale,73
11/5/12,CA-2012-131422,George Bell,207
10/31/12,CA-2012-131457,Mary Zewe,14
3/28/12,CA-2012-131534,Alan Barnes,200
9/14/12,CA-2012-131597,Stefania Perrino,170
5/28/12,CA-2012-131758,Karl Braun,61
6/12/12,CA-2012-131779,Laurel Elliston,30
5/12/12,CA-2012-131856,James Galang,769
12/6/12,CA-2012-131884,Dennis Kane,594
8/22/12,CA-2012-132080,Dave Poirier,50
3/19/12,CA-2012-132101,Jesus Ocampo,454
3/8/12,CA-2012-132136,Frank Olsen,9
2/23/12,CA-2012-132276,Lindsay Castell,38
10/30/12,CA-2012-132318,Thomas Thornton,183
2/22/12,CA-2012-132374,Penelope Sewall,79
10/10/12,CA-2012-132388,Katherine Nockton,393
9/11/12,CA-2012-132465,Don Miller,1082
10/23/12,CA-2012-132486,Jay Fein,1447
7/30/12,CA-2012-132507,Corey Catlett,62
10/31/12,CA-2012-132570,Kean Thornton,83
7/9/12,CA-2012-132626,Brian Thompson,1134
2/3/12,CA-2012-132633,Ken Heidel,12
9/19/12,CA-2012-132815,Rick Wilson,23
9/10/12,CA-2012-132906,Charles Crestani,52
5/25/12,CA-2012-132941,Muhammed MacIntyre,263
3/27/12,CA-2012-132948,Mark Van Huff,84
9/17/12,CA-2012-133025,Meg O'Connel,32
6/18/12,CA-2012-133242,Keith Herrera,1046
8/13/12,CA-2012-133396,Grace Kelly,65
10/5/12,CA-2012-133445,Jeremy Farry,357
4/13/12,CA-2012-133452,Zuschuss Carroll,911
3/1/12,CA-2012-133494,Resi Pšlking,4
3/28/12,CA-2012-133536,John Huston,23
3/1/12,CA-2012-133585,Craig Molinari,1283
5/31/12,CA-2012-133627,Sample Company A,22
4/13/12,CA-2012-133837,Thea Hendricks,11
9/6/12,CA-2012-133977,Alyssa Tate,3
12/12/12,CA-2012-134075,Helen Abelman,527
12/11/12,CA-2012-134082,Jim Kriz,111
12/17/12,CA-2012-134117,Paul Gonzalez,450
4/10/12,CA-2012-134201,Eugene Hildebrand,157
3/16/12,CA-2012-134257,Maurice Satty,499
10/10/12,CA-2012-134719,John Dryer,1802
10/12/12,CA-2012-134747,Daniel Lacy,412
12/27/12,CA-2012-134782,Maribeth Dona,105
10/4/12,CA-2012-134859,Julie Kriz,86
12/7/12,CA-2012-134894,Darren Koutras,437
11/7/12,CA-2012-134922,Karen Bern,24
12/5/12,CA-2012-134943,Stephanie Ulpright,153
9/22/12,CA-2012-134992,Michael Grace,80
5/28/12,CA-2012-135020,Maxwell Schwartz,633
4/30/12,CA-2012-135174,Benjamin Patterson,1023
8/6/12,CA-2012-135251,Rachel Payne,468
12/7/12,CA-2012-135272,Melanie Seite,80
7/9/12,CA-2012-135314,Matt Collins,270
3/28/12,CA-2012-135363,Chloris Kastensmidt,21
2/9/12,CA-2012-135391,Frank Atkinson,81
9/19/12,CA-2012-135489,Giulietta Weimer,280
9/5/12,CA-2012-135510,Tamara Willingham,68
12/24/12,CA-2012-135538,Harold Ryan,884
11/24/12,CA-2012-135545,Kunst Miller,266
12/30/12,CA-2012-135580,Clay Ludtke,3251
12/8/12,CA-2012-135622,Tonja Turnell,2079
11/16/12,CA-2012-135685,Mike Pelletier,2233
5/11/12,CA-2012-135727,Paul Stevenson,192
12/11/12,CA-2012-135853,Cynthia Arntzen,324
6/12/12,CA-2012-136105,Sam Zeldin,25
11/13/12,CA-2012-136147,Fred McMath,233
11/28/12,CA-2012-136196,Tom Prescott,323
5/31/12,CA-2012-136224,Muhammed Lee,10
4/2/12,CA-2012-136378,Cari Sayre,9
11/20/12,CA-2012-136420,Chris Selesnick,140
7/11/12,CA-2012-136469,Todd Sumrall,1137
9/10/12,CA-2012-136658,Bobby Odegard,6
12/6/12,CA-2012-136700,David Bremer,9
9/13/12,CA-2012-136728,Arthur Gainer,178
7/26/12,CA-2012-136735,Helen Andreada,168
5/8/12,CA-2012-136798,Daniel Lacy,546
5/23/12,CA-2012-136805,Nathan Mautz,926
2/6/12,CA-2012-137064,Trudy Schmidt,692
12/20/12,CA-2012-137071,Emily Ducich,101
3/31/12,CA-2012-137106,Scott Cohen,80
12/1/12,CA-2012-137113,Tamara Willingham,4211
12/15/12,CA-2012-137225,Jim Kriz,3
6/13/12,CA-2012-137281,Barbara Fisher,6
4/26/12,CA-2012-137302,Bart Watters,486
5/7/12,CA-2012-137512,Anna Gayman,260
1/13/12,CA-2012-137526,Philip Brown,612
9/19/12,CA-2012-137603,Marc Harrigan,8
11/22/12,CA-2012-137708,Nathan Gelder,114
6/25/12,CA-2012-137750,Jill Fjeld,205
11/14/12,CA-2012-137897,Patrick Jones,135
11/30/12,CA-2012-137925,Janet Lee,705
9/1/12,CA-2012-137946,Doug Bickford,979
4/16/12,CA-2012-137974,Lauren Leatherbury,2299
9/6/12,CA-2012-138002,Beth Thompson,198
11/29/12,CA-2012-138009,Sylvia Foulston,1542
3/23/12,CA-2012-138219,Bart Pistole,33
8/7/12,CA-2012-138331,Jim Karlsson,107
9/13/12,CA-2012-138457,Anne McFarland,13
2/27/12,CA-2012-138485,Nora Paige,539
5/15/12,CA-2012-138492,Fred Chung,52
7/17/12,CA-2012-138534,Jessica Myrick,195
11/2/12,CA-2012-138625,Emily Grady,198
11/14/12,CA-2012-138674,Ken Black,260
5/25/12,CA-2012-138898,Justin Hirsh,846
11/15/12,CA-2012-138954,Maya Herman,225
11/22/12,CA-2012-139094,Meg O'Connel,207
6/23/12,CA-2012-139164,Christine Sundaresam,367
7/25/12,CA-2012-139248,Russell D'Ascenzo,624
10/26/12,CA-2012-139290,Maribeth Yedwab,6
9/10/12,CA-2012-139374,Alex Russell,180
8/24/12,CA-2012-139584,Eleni McCrary,310
10/15/12,CA-2012-139731,Joel Eaton,2717
9/25/12,CA-2012-139738,Dana Kaydos,129
12/31/12,CA-2012-139780,Anna HŠberlin,116
6/12/12,CA-2012-139850,Giulietta Baptist,64
12/13/12,CA-2012-139962,Dean percer,57
4/7/12,CA-2012-140025,Peter Fuller,847
6/20/12,CA-2012-140144,Stewart Carmichael,384
3/5/12,CA-2012-140221,Maribeth Schnelling,257
10/2/12,CA-2012-140375,Sheri Gordon,27
11/3/12,CA-2012-140410,Corinna Mitchell,1345
9/7/12,CA-2012-140557,Tanja Norvell,560
7/2/12,CA-2012-140718,Frank Atkinson,246
11/30/12,CA-2012-140830,Paul Stevenson,89
2/3/12,CA-2012-140921,Allen Armold,178
9/14/12,CA-2012-140984,Craig Carroll,1884
6/9/12,CA-2012-141012,Trudy Glocke,496
10/9/12,CA-2012-141040,Tim Brockman,656
9/17/12,CA-2012-141145,Denny Blanton,87
1/3/12,CA-2012-141243,Amy Hunt,1758
1/19/12,CA-2012-141250,Paul MacIntyre,302
11/30/12,CA-2012-141327,Lena Radford,440
9/20/12,CA-2012-141565,Barry Gonzalez,1664
12/14/12,CA-2012-141593,Darren Budd,370
11/1/12,CA-2012-141740,Jeremy Farry,205
12/20/12,CA-2012-141754,Evan Minnotte,12
5/25/12,CA-2012-141768,Nora Pelletier,15
11/2/12,CA-2012-141810,Barry Blumstein,374
8/7/12,CA-2012-141936,Parhena Norris,19
4/9/12,CA-2012-142027,Jay Kimmel,370
6/7/12,CA-2012-142041,Eleni McCrary,8
5/8/12,CA-2012-142055,Alejandro Ballentine,38
8/31/12,CA-2012-142139,Shirley Daniels,21
9/18/12,CA-2012-142202,Justin Ritter,717
7/11/12,CA-2012-142237,Clytie Kelty,677
12/4/12,CA-2012-142377,Michael Stewart,86
7/11/12,CA-2012-142419,Shahid Collister,128
4/20/12,CA-2012-142433,Erica Smith,117
8/15/12,CA-2012-142454,Richard Eichhorn,174
12/3/12,CA-2012-142475,Bill Stewart,590
4/18/12,CA-2012-142601,Deanra Eno,1009
10/23/12,CA-2012-142692,Andrew Gjertsen,4
4/16/12,CA-2012-142734,Denise Monton,128
9/4/12,CA-2012-142755,Christine Sundaresam,919
11/28/12,CA-2012-142930,Evan Bailliet,336
12/5/12,CA-2012-142937,Sandra Flanagan,45
3/6/12,CA-2012-142944,John Lucas,1555
10/12/12,CA-2012-142993,Kelly Andreada,100
9/17/12,CA-2012-143077,Sylvia Foulston,29
12/10/12,CA-2012-143105,Matt Abelman,1033
9/24/12,CA-2012-143119,Marc Crier,518
5/26/12,CA-2012-143147,Pamela Stobb,610
9/6/12,CA-2012-143238,Lori Olson,46
7/14/12,CA-2012-143364,Toby Gnade,861
12/6/12,CA-2012-143490,Naresj Patel,339
3/19/12,CA-2012-143532,Dan Campbell,14
4/25/12,CA-2012-143602,Jill Stevenson,14
9/27/12,CA-2012-143616,Saphhira Shifley,99
7/26/12,CA-2012-143700,Alan Shonely,10
6/26/12,CA-2012-143882,Dennis Bolton,43
12/25/12,CA-2012-143980,Jim Kriz,415
5/10/12,CA-2012-144043,Alan Barnes,47
11/29/12,CA-2012-144099,Phillina Ober,4
6/9/12,CA-2012-144190,Nathan Cano,13
5/4/12,CA-2012-144253,Alan Schoenberger,27
8/21/12,CA-2012-144267,Nick Zandusky,632
11/23/12,CA-2012-144274,Pierre Wener,421
12/25/12,CA-2012-144288,Maria Bertelson,20
6/19/12,CA-2012-144302,Maria Etezadi,6
11/5/12,CA-2012-144386,Grant Thornton,25
11/13/12,CA-2012-144519,Arthur Wiediger,404
11/20/12,CA-2012-144652,Skye Norling,19
3/16/12,CA-2012-144722,Monica Federle,43
12/6/12,CA-2012-144806,Gary Hwang,758
12/25/12,CA-2012-144890,Sean Miller,10
12/12/12,CA-2012-145065,Dennis Kane,32
11/27/12,CA-2012-145184,Justin Deggeller,189
11/15/12,CA-2012-145324,Duane Huffman,40
3/16/12,CA-2012-145352,Christopher Martinez,6413
11/16/12,CA-2012-145394,Matt Connell,296
1/30/12,CA-2012-145401,Jeremy Pistek,14
4/12/12,CA-2012-145415,Robert Dilbeck,41
3/24/12,CA-2012-145457,Cathy Prescott,47
11/5/12,CA-2012-145485,Justin MacKendrick,63
10/30/12,CA-2012-145758,Barry Franzšsisch,1036
11/19/12,CA-2012-145814,Katherine Ducich,868
5/1/12,CA-2012-145821,Jennifer Braxton,89
10/5/12,CA-2012-145828,Maria Bertelson,53
5/13/12,CA-2012-145835,Ben Ferrer,238
9/15/12,CA-2012-145849,Carol Triggs,215
2/9/12,CA-2012-146038,Sarah Jordon,204
7/6/12,CA-2012-146087,Paul Prost,302
3/7/12,CA-2012-146255,Eugene Moren,808
1/2/12,CA-2012-146262,Victoria Wilson,1817
5/4/12,CA-2012-146290,Stuart Van,126
11/20/12,CA-2012-146465,Patrick Bzostek,24
11/9/12,CA-2012-146486,Dianna Vittorini,1171
8/24/12,CA-2012-146563,Cassandra Brandow,2645
4/16/12,CA-2012-146675,Sarah Brown,1484
12/14/12,CA-2012-146696,Rick Duston,8
3/10/12,CA-2012-146829,Toby Swindell,1
7/16/12,CA-2012-146948,Michael Granlund,300
6/18/12,CA-2012-147011,Harold Ryan,14
9/19/12,CA-2012-147102,Nicole Hansen,66
8/2/12,CA-2012-147501,Corey-Lock,565
2/7/12,CA-2012-147529,Damala Kotsonis,324
11/10/12,CA-2012-147690,Sam Craven,578
5/31/12,CA-2012-147788,Tamara Manning,1746
9/24/12,CA-2012-147816,Carlos Meador,35
12/15/12,CA-2012-147830,Natalie Fritzler,4190
12/3/12,CA-2012-147851,Mark Packer,11
5/7/12,CA-2012-147879,Chris Cortes,46
7/26/12,CA-2012-148180,Bart Pistole,131
12/13/12,CA-2012-148250,Rachel Payne,147
12/27/12,CA-2012-148376,Arthur Gainer,129
11/7/12,CA-2012-148432,Mike Caudle,33
8/13/12,CA-2012-148495,Sandra Flanagan,32
12/6/12,CA-2012-148628,Katherine Murray,33
7/25/12,CA-2012-148635,Michelle Huthwaite,1289
3/12/12,CA-2012-148705,Evan Bailliet,5
4/17/12,CA-2012-148712,Jessica Myrick,173
12/28/12,CA-2012-148859,Fred Harton,25
10/1/12,CA-2012-148873,Eric Murdock,112
5/26/12,CA-2012-148964,Ruben Dartt,20
9/25/12,CA-2012-149083,Sally Hughsby,480
10/20/12,CA-2012-149097,Stewart Visinsky,440
11/22/12,CA-2012-149300,Brosina Hoffman,33
4/20/12,CA-2012-149342,Theresa Swint,896
7/10/12,CA-2012-149384,Eric Hoffmann,3
9/19/12,CA-2012-149517,Frank Carlisle,61
12/5/12,CA-2012-149566,George Bell,52
1/31/12,CA-2012-149587,Karl Braun,99
5/28/12,CA-2012-149601,Trudy Brown,94
1/6/12,CA-2012-149636,Stefania Perrino,32
10/24/12,CA-2012-149650,Robert Dilbeck,454
4/13/12,CA-2012-149678,Anthony Witt,13
9/18/12,CA-2012-149713,Trudy Glocke,188
9/3/12,CA-2012-149734,Julie Creighton,201
5/31/12,CA-2012-149748,Elizabeth Moffitt,345
1/4/12,CA-2012-149811,Chris Selesnick,72
5/22/12,CA-2012-149846,Sarah Brown,3862
11/13/12,CA-2012-149909,Russell Applegate,211
9/21/12,CA-2012-149972,Cynthia Delaney,609
3/19/12,CA-2012-149993,Guy Armstrong,11
7/2/12,CA-2012-150196,Steven Roelle,19
12/15/12,CA-2012-150308,Rick Reed,246
10/19/12,CA-2012-150413,Cari Schnelling,2
8/13/12,CA-2012-150441,Ralph Arnett,11
9/18/12,CA-2012-150511,Adam Bellavance,19
12/11/12,CA-2012-150560,Shaun Weien,197
10/26/12,CA-2012-150714,Kristen Hastings,1215
3/29/12,CA-2012-150749,Alan Shonely,6
5/3/12,CA-2012-150770,Lena Cacioppo,461
9/6/12,CA-2012-150791,Chuck Clark,272
11/16/12,CA-2012-150875,Heather Kirkland,1001
11/14/12,CA-2012-151043,Maureen Gastineau,48
4/22/12,CA-2012-151253,Annie Zypern,153
9/20/12,CA-2012-151470,Anne McFarland,46
1/17/12,CA-2012-151547,Amy Hunt,89
12/27/12,CA-2012-151589,Richard Eichhorn,436
9/8/12,CA-2012-151624,Victoria Wilson,21
11/19/12,CA-2012-151680,Tony Chapman,142
10/5/12,CA-2012-151722,Ivan Liston,288
3/5/12,CA-2012-151785,Jennifer Jackson,7
4/27/12,CA-2012-151841,Tony Chapman,49
9/25/12,CA-2012-151869,Carlos Soltero,123
7/4/12,CA-2012-152513,Julie Prescott,23
10/17/12,CA-2012-152527,Charlotte Melton,78
2/20/12,CA-2012-152611,Kelly Andreada,287
1/17/12,CA-2012-152681,Scott Cohen,7
10/25/12,CA-2012-152891,Trudy Brown,314
12/18/12,CA-2012-153038,Robert Barroso,95
11/13/12,CA-2012-153073,Helen Abelman,17
3/5/12,CA-2012-153108,Sarah Foster,85
11/12/12,CA-2012-153220,Yoseph Carroll,16
2/29/12,CA-2012-153325,Shui Tom,59
9/24/12,CA-2012-153381,Deanra Eno,1423
8/1/12,CA-2012-153388,Pauline Chand,1012
11/24/12,CA-2012-153416,Toby Swindell,569
6/22/12,CA-2012-153423,Shaun Weien,1218
5/20/12,CA-2012-153535,Sheri Gordon,170
3/29/12,CA-2012-153549,Sara Luxemburg,1167
12/22/12,CA-2012-153612,Beth Thompson,17
7/9/12,CA-2012-153626,Emily Burns,5
12/25/12,CA-2012-153717,Dionis Lloyd,256
9/20/12,CA-2012-153738,Alejandro Grove,38
12/6/12,CA-2012-153752,Rose O'Brian,174
9/11/12,CA-2012-153794,Sean Braxton,266
4/25/12,CA-2012-153878,Trudy Schmidt,330
3/16/12,CA-2012-153906,Michael Stewart,86
12/20/12,CA-2012-154144,Maya Herman,55
6/18/12,CA-2012-154200,Bruce Geld,52
12/21/12,CA-2012-154284,Sam Zeldin,1350
7/25/12,CA-2012-154291,Yana Sorensen,457
2/15/12,CA-2012-154326,Roy Phan,975
11/29/12,CA-2012-154340,Eileen Kiefer,56
12/12/12,CA-2012-154620,Liz Thompson,349
11/14/12,CA-2012-154746,Patrick Jones,860
12/20/12,CA-2012-154795,Gary Zandusky,22
8/21/12,CA-2012-154823,Katherine Nockton,637
11/8/12,CA-2012-154886,Shaun Weien,120
2/25/12,CA-2012-154900,Sung Shariari,26
5/23/12,CA-2012-154921,Erin Ashbrook,187
7/4/12,CA-2012-154956,Irene Maddox,1100
1/5/12,CA-2012-154970,Steven Roelle,62
11/10/12,CA-2012-155040,Alan Hwang,80
6/13/12,CA-2012-155054,Penelope Sewall,106
10/23/12,CA-2012-155068,Ralph Arnett,78
3/15/12,CA-2012-155124,Karen Seio,17
12/27/12,CA-2012-155145,Kean Nguyen,8
4/17/12,CA-2012-155306,George Ashbrook,2573
7/30/12,CA-2012-155334,Helen Andreada,226
8/9/12,CA-2012-155453,Ruben Ausman,5
12/12/12,CA-2012-155586,Xylona Preis,54
12/4/12,CA-2012-155600,Rose O'Brian,1635
5/9/12,CA-2012-155635,Max Engle,49
12/11/12,CA-2012-155761,Stuart Calhoun,206
9/20/12,CA-2012-156013,Tamara Chand,86
12/6/12,CA-2012-156104,Nora Pelletier,1000
12/8/12,CA-2012-156118,Henry Goldwyn,16
10/26/12,CA-2012-156146,Andrew Gjertsen,174
5/31/12,CA-2012-156153,Carl Weiss,8
11/30/12,CA-2012-156328,Raymond Messe,177
9/25/12,CA-2012-156335,Phillina Ober,183
12/31/12,CA-2012-156377,Trudy Brown,18
12/5/12,CA-2012-156440,Matt Hagelstein,44
2/6/12,CA-2012-156482,Ivan Liston,1558
9/25/12,CA-2012-156510,Erica Hackney,63
11/20/12,CA-2012-156524,Dan Lawera,20
10/1/12,CA-2012-156566,Eric Murdock,573
10/24/12,CA-2012-156608,Michelle Tran,4
6/18/12,CA-2012-156734,Benjamin Venier,670
1/12/12,CA-2012-156755,Yana Sorensen,465
12/3/12,CA-2012-156853,Harold Pawlan,185
2/16/12,CA-2012-156923,Sung Pak,36
11/28/12,CA-2012-157028,Michelle Arnett,8
12/9/12,CA-2012-157035,Ken Brennan,34
12/19/12,CA-2012-157084,James Galang,1942
11/28/12,CA-2012-157133,Lena Creighton,152
12/22/12,CA-2012-157287,Harold Ryan,456
7/2/12,CA-2012-157322,Rob Haberlin,1306
6/7/12,CA-2012-157343,Harold Dahlen,52
4/29/12,CA-2012-157434,Jim Kriz,8
12/13/12,CA-2012-157770,Rob Dowd,809
8/31/12,CA-2012-157805,Rick Huthwaite,556
3/22/12,CA-2012-157812,Dean Braden,162
2/3/12,CA-2012-157959,Rick Wilson,137
12/20/12,CA-2012-158148,John Murray,36
11/30/12,CA-2012-158323,Ann Blume,17
6/20/12,CA-2012-158351,Becky Castell,320
9/21/12,CA-2012-158421,Giulietta Baptist,3632
12/24/12,CA-2012-158456,Kean Takahito,66
6/4/12,CA-2012-158491,Becky Pak,1110
11/9/12,CA-2012-158554,Charlotte Melton,11
11/10/12,CA-2012-158659,Steve Chapman,714
1/5/12,CA-2012-158701,James Lanier,144
12/26/12,CA-2012-158792,Brian Dahlen,22
12/20/12,CA-2012-158918,Arianne Irving,17
11/26/12,CA-2012-158939,Erin Ashbrook,600
5/12/12,CA-2012-159380,Cindy Stewart,39
3/20/12,CA-2012-159534,Dave Hallsten,1446
7/18/12,CA-2012-159590,Karen Carlisle,6
9/25/12,CA-2012-159779,Sarah Brown,69
10/12/12,CA-2012-159786,Ralph Kennedy,210
9/4/12,CA-2012-159863,David Smith,134
11/27/12,CA-2012-160059,Thomas Brumley,6
10/19/12,CA-2012-160171,Robert Marley,1911
3/8/12,CA-2012-160213,Anthony Rawles,19
11/2/12,CA-2012-160227,Emily Ducich,2621
7/20/12,CA-2012-160472,Ralph Kennedy,1238
9/6/12,CA-2012-160696,Cyma Kinney,7
9/25/12,CA-2012-160787,Bryan Mills,3
8/6/12,CA-2012-160794,Michael Stewart,27
5/3/12,CA-2012-160864,Nicole Fjeld,14
10/5/12,CA-2012-161214,Sylvia Foulston,78
6/1/12,CA-2012-161242,Catherine Glotzbach,12
4/16/12,CA-2012-161263,Theresa Swint,239
9/7/12,CA-2012-161445,Corey Catlett,141
4/5/12,CA-2012-161452,Carol Adams,892
7/6/12,CA-2012-161627,Sarah Jordon,170
11/28/12,CA-2012-161711,Mark Cousins,130
12/4/12,CA-2012-161718,Sean O'Donnell,795
11/20/12,CA-2012-161767,Grace Kelly,480
12/21/12,CA-2012-161795,Adam Hart,3
9/24/12,CA-2012-161830,Max Engle,51
5/1/12,CA-2012-161998,David Bremer,278
11/3/12,CA-2012-162047,Fred Hopkins,1449
9/8/12,CA-2012-162166,Neoma Murray,68
6/8/12,CA-2012-162201,Andrew Gjertsen,938
8/15/12,CA-2012-162369,Tim Taslimi,323
11/22/12,CA-2012-162376,Harold Dahlen,77
10/28/12,CA-2012-162537,Rob Dowd,105
12/16/12,CA-2012-162544,Sandra Glassco,5
5/12/12,CA-2012-162607,Rose O'Brian,15
9/5/12,CA-2012-162621,Cathy Armstrong,90
10/9/12,CA-2012-162761,Sonia Cooley,50
2/21/12,CA-2012-162782,Pierre Wener,2542
11/7/12,CA-2012-162887,Stewart Visinsky,715
6/28/12,CA-2012-162950,Dorothy Wardle,498
11/12/12,CA-2012-162964,Monica Federle,304
8/9/12,CA-2012-163055,David Smith,647
11/17/12,CA-2012-163090,Greg Hansen,41
3/19/12,CA-2012-163104,Mike Caudle,12
11/7/12,CA-2012-163181,Adrian Barton,671
8/7/12,CA-2012-163237,Eudokia Martin,520
3/22/12,CA-2012-163440,Ruben Dartt,16
3/14/12,CA-2012-163587,Emily Phan,688
6/19/12,CA-2012-163734,Katherine Murray,229
11/27/12,CA-2012-163762,Jeremy Ellison,30
8/7/12,CA-2012-163895,Noel Staavos,3
5/30/12,CA-2012-163923,Brendan Dodson,152
11/20/12,CA-2012-163965,Sung Shariari,378
6/8/12,CA-2012-164007,Maureen Gnade,146
9/7/12,CA-2012-164084,Andy Gerbode,655
3/26/12,CA-2012-164301,Ellis Ballard,3394
7/5/12,CA-2012-164336,Mitch Webber,74
7/31/12,CA-2012-164427,Allen Rosenblatt,240
11/8/12,CA-2012-164441,Amy Cox,70
11/28/12,CA-2012-164497,Ashley Jarboe,45
11/16/12,CA-2012-164539,Philisse Overcash,523
6/15/12,CA-2012-164567,Grace Kelly,226
10/20/12,CA-2012-164623,Maxwell Schwartz,25
1/27/12,CA-2012-164777,Sean Christensen,2804
6/4/12,CA-2012-164833,Lauren Leatherbury,17
10/31/12,CA-2012-164882,Sandra Glassco,2562
12/7/12,CA-2012-165050,Alan Hwang,802
9/11/12,CA-2012-165057,Steven Cartwright,190
12/27/12,CA-2012-165085,Brad Thomas,385
5/14/12,CA-2012-165162,Hunter Glantz,1118
12/21/12,CA-2012-165414,Lynn Smith,48
5/18/12,CA-2012-165554,Anthony Jacobs,11
8/23/12,CA-2012-165624,Fred Harton,1142
6/29/12,CA-2012-165799,Sheri Gordon,118
3/20/12,CA-2012-165813,Bryan Mills,29
10/1/12,CA-2012-166135,Shaun Chance,139
8/28/12,CA-2012-166219,Ben Peterman,1203
12/6/12,CA-2012-166338,Mike Pelletier,15
9/12/12,CA-2012-166464,Paul Gonzalez,493
4/7/12,CA-2012-166492,Resi Pšlking,49
6/26/12,CA-2012-166583,Valerie Dominguez,972
5/15/12,CA-2012-166604,Anna HŠberlin,18
11/19/12,CA-2012-166800,Aleksandra Gannaway,31
6/5/12,CA-2012-166947,Edward Becker,1523
11/26/12,CA-2012-166975,Stefanie Holloman,692
4/5/12,CA-2012-167010,Valerie Takahito,1636
9/27/12,CA-2012-167255,Rick Huthwaite,175
6/16/12,CA-2012-167269,Philip Brown,6
3/26/12,CA-2012-167374,Gene McClure,57
3/14/12,CA-2012-167479,Arianne Irving,19
9/16/12,CA-2012-167696,Bradley Drucker,31
9/18/12,CA-2012-167745,George Bell,53
10/4/12,CA-2012-168004,Denny Joy,393
3/19/12,CA-2012-168088,Corinna Mitchell,449
9/10/12,CA-2012-168186,Aimee Bixby,15
11/2/12,CA-2012-168207,Liz Thompson,739
5/29/12,CA-2012-168277,Karl Braun,12
11/22/12,CA-2012-168459,Marc Crier,58
9/21/12,CA-2012-168480,Dario Medina,220
10/8/12,CA-2012-168529,Maria Bertelson,146
8/8/12,CA-2012-168564,Thomas Thornton,159
12/6/12,CA-2012-168634,Art Ferguson,8
1/27/12,CA-2012-168746,Seth Vernon,769
9/22/12,CA-2012-168760,Muhammed MacIntyre,61
4/10/12,CA-2012-168767,Dario Medina,13
8/25/12,CA-2012-168809,Mick Crebagga,32
9/28/12,CA-2012-169201,Henry Goldwyn,87
5/21/12,CA-2012-169278,Michelle Ellison,27
8/24/12,CA-2012-169299,Denny Ordway,7
12/24/12,CA-2012-169397,Joni Blumstein,628
9/3/12,CA-2012-169537,John Huston,8
9/6/12,CA-2012-169572,Andy Gerbode,47
8/13/12,CA-2012-169656,Ed Jacobs,423
1/13/12,CA-2012-169677,Karen Seio,10
10/22/12,CA-2012-169733,Gene McClure,10
2/20/12,CA-2012-169740,Liz MacKendrick,30
11/9/12,CA-2012-169796,Dean percer,2340
11/21/13,CA-2013-100041,Barbara Fisher,329
11/25/13,CA-2013-100083,Carol Darley,25
12/14/13,CA-2013-100153,Ken Heidel,64
9/21/13,CA-2013-100244,Greg Maxwell,476
